,longitude,latitude,month,hour,day,local_authority_(district),1st_road_class,1st_road_number,speed_limit,accident,weather_conditions,junction_detail
26141,-2.4438869999999997,53.755548,1,2.0,18,376,3,678,30,0,1,1
26142,-2.4438869999999997,53.755548,12,7.0,17,517,3,678,30,0,1,1
26143,-2.4438869999999997,53.755548,9,19.0,3,822,3,678,30,0,1,1
26144,-0.23314200000000002,51.566404999999996,6,18.0,17,28,6,0,30,1,1,0
26145,-0.23314200000000002,51.566404999999996,9,3.0,9,820,6,0,30,0,1,0
26146,-0.23314200000000002,51.566404999999996,10,2.0,24,71,6,0,30,0,1,0
26147,-0.23314200000000002,51.566404999999996,10,14.0,16,739,6,0,30,0,1,0
26148,0.12268399999999999,51.454931,11,12.0,25,18,3,221,30,1,1,0
26149,0.12268399999999999,51.454931,12,17.0,6,460,3,221,30,0,1,0
26150,0.12268399999999999,51.454931,12,15.0,5,143,3,221,30,0,1,0
26151,0.12268399999999999,51.454931,9,5.0,13,89,3,221,30,0,1,0
26152,-0.08834700000000001,51.506223,11,16.0,19,8,3,3,30,1,1,3
26153,-0.08834700000000001,51.506223,4,0.0,13,932,3,3,30,0,1,3
26154,-0.08834700000000001,51.506223,4,2.0,11,505,3,3,30,0,1,3
26155,-0.08834700000000001,51.506223,4,19.0,4,232,3,3,30,0,1,3
26156,-0.306845,53.758079,6,16.0,15,228,3,165,30,1,1,3
26157,-0.306845,53.758079,7,15.0,12,835,3,165,30,0,1,3
26158,-0.306845,53.758079,12,21.0,15,48,3,165,30,0,1,3
26159,-0.306845,53.758079,4,6.0,8,507,3,165,30,0,1,3
26160,-0.9378059999999999,51.000283,9,8.0,18,497,6,0,30,1,1,0
26161,-0.9378059999999999,51.000283,4,16.0,23,924,6,0,30,0,1,0
26162,-0.9378059999999999,51.000283,9,22.0,22,744,6,0,30,0,1,0
26163,-0.9378059999999999,51.000283,4,5.0,20,359,6,0,30,0,1,0
26164,-0.18879100000000001,51.389655,12,13.0,23,22,3,297,40,1,1,6
26165,-0.18879100000000001,51.389655,6,1.0,11,331,3,297,40,0,1,6
26166,-0.18879100000000001,51.389655,5,20.0,5,180,3,297,40,0,1,6
26167,-0.18879100000000001,51.389655,11,9.0,2,785,3,297,40,0,1,6
26168,-0.553434,51.488755,8,4.0,25,474,1,4,70,1,1,0
26169,-0.553434,51.488755,8,8.0,8,14,1,4,70,0,1,0
26170,-0.553434,51.488755,1,16.0,20,201,1,4,70,0,1,0
26171,-0.553434,51.488755,4,12.0,28,841,1,4,70,0,1,0
26172,0.646853,51.126781,4,6.0,30,530,3,274,30,1,1,3
26173,0.646853,51.126781,1,13.0,22,430,3,274,30,0,1,3
26174,0.646853,51.126781,4,16.0,2,325,3,274,30,0,1,3
26175,0.646853,51.126781,12,11.0,19,842,3,274,30,0,1,3
26176,-0.768659,50.836285,11,16.0,24,559,3,259,30,1,2,3
26177,-0.768659,50.836285,2,20.0,15,5,3,259,30,0,2,3
26178,-0.768659,50.836285,12,0.0,7,101,3,259,30,0,2,3
26179,-0.768659,50.836285,3,7.0,19,692,3,259,30,0,2,3
26180,-2.073466,52.325732,10,10.0,29,270,6,0,30,1,2,3
26181,-2.073466,52.325732,6,15.0,4,571,6,0,30,0,2,3
26182,-2.073466,52.325732,10,18.0,13,709,6,0,30,0,2,3
26183,-2.073466,52.325732,8,9.0,24,562,6,0,30,0,2,3
26184,-1.7156040000000001,53.744701,9,5.0,28,203,1,62,70,1,1,0
26185,-1.7156040000000001,53.744701,5,20.0,6,408,1,62,70,0,1,0
26186,-1.7156040000000001,53.744701,3,11.0,14,675,1,62,70,0,1,0
26187,-1.7156040000000001,53.744701,7,0.0,6,878,1,62,70,0,1,0
26188,-1.078506,53.683701,2,10.0,18,231,1,62,70,1,1,0
26189,-1.078506,53.683701,5,13.0,9,714,1,62,70,0,1,0
26190,-1.078506,53.683701,10,23.0,23,873,1,62,70,0,1,0
26191,-1.078506,53.683701,5,9.0,6,34,1,62,70,0,1,0
26192,-2.802736,51.287977000000005,8,11.0,20,607,3,371,40,1,1,0
26193,-2.802736,51.287977000000005,9,14.0,20,263,3,371,40,0,1,0
26194,-2.802736,51.287977000000005,7,0.0,9,541,3,371,40,0,1,0
26195,-2.802736,51.287977000000005,6,2.0,1,683,3,371,40,0,1,0
26196,-0.136134,50.832725,9,17.0,22,565,6,0,30,1,1,3
26197,-0.136134,50.832725,4,4.0,13,559,6,0,30,0,1,3
26198,-0.136134,50.832725,4,20.0,9,409,6,0,30,0,1,3
26199,-0.136134,50.832725,8,6.0,17,346,6,0,30,0,1,3
26200,-0.105376,51.498676,12,3.0,15,8,3,301,30,1,1,1
26201,-0.105376,51.498676,12,17.0,3,261,3,301,30,0,1,1
26202,-0.105376,51.498676,6,13.0,1,298,3,301,30,0,1,1
26203,-0.105376,51.498676,10,14.0,4,651,3,301,30,0,1,1
26204,0.216516,51.183668,6,18.0,30,538,6,1591,60,1,1,8
26205,0.216516,51.183668,9,20.0,28,410,6,1591,60,0,1,8
26206,0.216516,51.183668,5,9.0,15,885,6,1591,60,0,1,8
26207,0.216516,51.183668,3,22.0,2,308,6,1591,60,0,1,8
26208,-1.3366719999999999,52.848548,11,16.0,26,366,5,8214,30,1,2,3
26209,-1.3366719999999999,52.848548,4,1.0,2,726,5,8214,30,0,2,3
26210,-1.3366719999999999,52.848548,12,1.0,18,273,5,8214,30,0,2,3
26211,-1.3366719999999999,52.848548,8,14.0,24,452,5,8214,30,0,2,3
26212,-1.2268219999999999,54.565447999999996,12,13.0,24,243,6,0,30,1,4,3
26213,-1.2268219999999999,54.565447999999996,6,8.0,20,320,6,0,30,0,4,3
26214,-1.2268219999999999,54.565447999999996,7,1.0,24,471,6,0,30,0,4,3
26215,-1.2268219999999999,54.565447999999996,9,15.0,19,448,6,0,30,0,4,3
26216,-0.375601,51.696492,8,9.0,31,436,1,1,70,1,2,0
26217,-0.375601,51.696492,2,10.0,3,341,1,1,70,0,2,0
26218,-0.375601,51.696492,1,22.0,28,833,1,1,70,0,2,0
26219,-0.375601,51.696492,5,19.0,13,309,1,1,70,0,2,0
26220,-0.11038099999999999,51.489135,7,14.0,20,9,3,3204,30,1,1,0
26221,-0.11038099999999999,51.489135,4,22.0,5,896,3,3204,30,0,1,0
26222,-0.11038099999999999,51.489135,1,13.0,12,5,3,3204,30,0,1,0
26223,-0.11038099999999999,51.489135,2,9.0,20,828,3,3204,30,0,1,0
26224,0.102834,51.499084,2,12.0,13,6,3,2016,30,1,1,1
26225,0.102834,51.499084,1,19.0,25,229,3,2016,30,0,1,1
26226,0.102834,51.499084,12,15.0,24,592,3,2016,30,0,1,1
26227,0.102834,51.499084,11,19.0,28,819,3,2016,30,0,1,1
26228,-1.4997,53.344117000000004,4,14.0,18,215,3,621,30,1,1,0
26229,-1.4997,53.344117000000004,8,2.0,10,487,3,621,30,0,1,0
26230,-1.4997,53.344117000000004,3,9.0,5,417,3,621,30,0,1,0
26231,-1.4997,53.344117000000004,2,16.0,9,89,3,621,30,0,1,0
26232,0.21719699999999997,51.427012,4,7.0,26,532,3,2,70,1,2,0
26233,0.21719699999999997,51.427012,9,21.0,20,407,3,2,70,0,2,0
26234,0.21719699999999997,51.427012,4,18.0,2,299,3,2,70,0,2,0
26235,0.21719699999999997,51.427012,8,7.0,5,748,3,2,70,0,2,0
26236,-0.024988,51.415156,12,7.0,14,19,3,2015,30,1,1,1
26237,-0.024988,51.415156,2,16.0,4,466,3,2015,30,0,1,1
26238,-0.024988,51.415156,12,1.0,14,694,3,2015,30,0,1,1
26239,-0.024988,51.415156,9,15.0,15,527,3,2015,30,0,1,1
26240,-1.473878,53.044574,9,17.0,25,320,6,0,60,1,1,3
26241,-1.473878,53.044574,6,4.0,14,349,6,0,60,0,1,3
26242,-1.473878,53.044574,8,5.0,22,137,6,0,60,0,1,3
26243,-1.473878,53.044574,11,22.0,24,514,6,0,60,0,1,3
26244,-0.117199,51.557857,1,20.0,20,3,6,0,20,1,1,8
26245,-0.117199,51.557857,2,6.0,7,689,6,0,20,0,1,8
26246,-0.117199,51.557857,5,22.0,18,544,6,0,20,0,1,8
26247,-0.117199,51.557857,1,0.0,6,773,6,0,20,0,1,8
26248,0.682024,51.559708,1,14.0,27,460,3,1158,30,1,1,0
26249,0.682024,51.559708,5,5.0,27,669,3,1158,30,0,1,0
26250,0.682024,51.559708,3,21.0,25,274,3,1158,30,0,1,0
26251,0.682024,51.559708,10,3.0,5,261,3,1158,30,0,1,0
26252,-1.209684,54.56714399999999,7,13.0,21,243,6,0,30,1,1,0
26253,-1.209684,54.56714399999999,12,21.0,20,158,6,0,30,0,1,0
26254,-1.209684,54.56714399999999,8,3.0,3,220,6,0,30,0,1,0
26255,-1.209684,54.56714399999999,12,8.0,27,364,6,0,30,0,1,0
26256,-3.597385,50.544924,1,12.0,19,585,4,3195,30,1,1,0
26257,-3.597385,50.544924,5,1.0,14,57,4,3195,30,0,1,0
26258,-3.597385,50.544924,6,23.0,8,701,4,3195,30,0,1,0
26259,-3.597385,50.544924,5,16.0,24,81,4,3195,30,0,1,0
26260,0.095941,51.45874,10,19.0,30,18,6,0,30,1,1,6
26261,0.095941,51.45874,2,11.0,10,665,6,0,30,0,1,6
26262,0.095941,51.45874,12,17.0,27,858,6,0,30,0,1,6
26263,0.095941,51.45874,11,18.0,2,344,6,0,30,0,1,6
26264,-2.892779,51.358253999999995,4,20.0,24,605,3,370,40,1,1,1
26265,-2.892779,51.358253999999995,7,12.0,14,595,3,370,40,0,1,1
26266,-2.892779,51.358253999999995,3,18.0,21,411,3,370,40,0,1,1
26267,-2.892779,51.358253999999995,9,6.0,28,722,3,370,40,0,1,1
26268,-2.495735,53.753727000000005,1,15.0,29,70,6,0,30,1,1,0
26269,-2.495735,53.753727000000005,2,15.0,11,9,6,0,30,0,1,0
26270,-2.495735,53.753727000000005,6,8.0,20,723,6,0,30,0,1,0
26271,-2.495735,53.753727000000005,12,21.0,25,139,6,0,30,0,1,0
26272,-0.254263,51.395235,12,9.0,16,23,3,2043,30,1,1,3
26273,-0.254263,51.395235,8,1.0,2,927,3,2043,30,0,1,3
26274,-0.254263,51.395235,8,16.0,8,528,3,2043,30,0,1,3
26275,-0.254263,51.395235,7,17.0,15,73,3,2043,30,0,1,3
26276,-0.889059,52.182005,1,15.0,16,385,1,1,70,1,1,0
26277,-0.889059,52.182005,7,17.0,19,171,1,1,70,0,1,0
26278,-0.889059,52.182005,10,16.0,11,277,1,1,70,0,1,0
26279,-0.889059,52.182005,10,21.0,8,25,1,1,70,0,1,0
26280,-2.31193,52.350875,1,17.0,15,278,4,4194,60,1,5,0
26281,-2.31193,52.350875,1,4.0,24,188,4,4194,60,0,5,0
26282,-2.31193,52.350875,10,12.0,6,201,4,4194,60,0,5,0
26283,-2.31193,52.350875,2,19.0,4,392,4,4194,60,0,5,0
26284,-0.759026,51.942157,4,12.0,28,476,5,9,60,1,1,3
26285,-0.759026,51.942157,6,16.0,4,537,5,9,60,0,1,3
26286,-0.759026,51.942157,6,1.0,9,165,5,9,60,0,1,3
26287,-0.759026,51.942157,9,7.0,20,38,5,9,60,0,1,3
26288,-0.7338100000000001,52.028546,9,20.0,15,479,4,4034,70,1,2,3
26289,-0.7338100000000001,52.028546,3,13.0,5,474,4,4034,70,0,2,3
26290,-0.7338100000000001,52.028546,8,12.0,4,882,4,4034,70,0,2,3
26291,-0.7338100000000001,52.028546,10,17.0,1,111,4,4034,70,0,2,3
26292,-2.4649349999999997,52.688215,6,18.0,26,284,4,4373,30,1,1,3
26293,-2.4649349999999997,52.688215,7,15.0,10,741,4,4373,30,0,1,3
26294,-2.4649349999999997,52.688215,5,16.0,2,744,4,4373,30,0,1,3
26295,-2.4649349999999997,52.688215,2,4.0,13,265,4,4373,30,0,1,3
26296,-0.46094300000000005,51.36772,8,20.0,23,510,4,374,30,1,1,3
26297,-0.46094300000000005,51.36772,1,9.0,2,735,4,374,30,0,1,3
26298,-0.46094300000000005,51.36772,9,23.0,1,842,4,374,30,0,1,3
26299,-0.46094300000000005,51.36772,8,21.0,13,754,4,374,30,0,1,3
26300,-1.6946330000000003,52.56991800000001,9,1.0,24,290,1,42,70,1,2,0
26301,-1.6946330000000003,52.56991800000001,3,3.0,6,782,1,42,70,0,2,0
26302,-1.6946330000000003,52.56991800000001,7,1.0,17,26,1,42,70,0,2,0
26303,-1.6946330000000003,52.56991800000001,1,0.0,1,265,1,42,70,0,2,0
26304,-1.1388790000000002,53.123884999999994,5,10.0,19,344,6,0,30,1,1,0
26305,-1.1388790000000002,53.123884999999994,2,16.0,4,489,6,0,30,0,1,0
26306,-1.1388790000000002,53.123884999999994,9,3.0,23,851,6,0,30,0,1,0
26307,-1.1388790000000002,53.123884999999994,4,9.0,20,757,6,0,30,0,1,0
26308,0.056343,51.487319,2,17.0,22,6,4,210,30,1,1,6
26309,0.056343,51.487319,12,18.0,14,39,4,210,30,0,1,6
26310,0.056343,51.487319,7,20.0,23,556,4,210,30,0,1,6
26311,0.056343,51.487319,9,0.0,22,867,4,210,30,0,1,6
26312,-3.192351,55.898978,6,11.0,30,923,4,701,30,1,1,3
26313,-3.192351,55.898978,12,7.0,1,378,4,701,30,0,1,3
26314,-3.192351,55.898978,5,11.0,9,35,4,701,30,0,1,3
26315,-3.192351,55.898978,3,23.0,16,364,4,701,30,0,1,3
26316,-1.175171,53.500356999999994,5,8.0,27,211,3,630,40,1,1,1
26317,-1.175171,53.500356999999994,11,7.0,20,939,3,630,40,0,1,1
26318,-1.175171,53.500356999999994,6,19.0,3,405,3,630,40,0,1,1
26319,-1.175171,53.500356999999994,4,18.0,1,94,3,630,40,0,1,1
26320,-0.12575799999999998,51.497025,6,6.0,23,1,3,3212,30,1,1,3
26321,-0.12575799999999998,51.497025,9,0.0,26,64,3,3212,30,0,1,3
26322,-0.12575799999999998,51.497025,9,2.0,18,172,3,3212,30,0,1,3
26323,-0.12575799999999998,51.497025,9,0.0,6,445,3,3212,30,0,1,3
26324,-3.084998,53.375997,11,15.0,13,95,6,0,30,1,1,0
26325,-3.084998,53.375997,2,6.0,6,541,6,0,30,0,1,0
26326,-3.084998,53.375997,7,20.0,8,842,6,0,30,0,1,0
26327,-3.084998,53.375997,4,11.0,6,402,6,0,30,0,1,0
26328,0.111104,51.004761,7,14.0,24,556,3,26,60,1,2,3
26329,0.111104,51.004761,5,23.0,12,830,3,26,60,0,2,3
26330,0.111104,51.004761,1,0.0,25,497,3,26,60,0,2,3
26331,0.111104,51.004761,5,10.0,25,629,3,26,60,0,2,3
26332,-2.6930549999999998,53.726682999999994,6,21.0,15,83,4,5254,30,1,1,3
26333,-2.6930549999999998,53.726682999999994,7,16.0,17,915,4,5254,30,0,1,3
26334,-2.6930549999999998,53.726682999999994,4,20.0,23,447,4,5254,30,0,1,3
26335,-2.6930549999999998,53.726682999999994,10,20.0,11,826,4,5254,30,0,1,3
26336,-1.4865629999999999,51.790135,7,17.0,22,485,3,4095,30,1,1,0
26337,-1.4865629999999999,51.790135,1,5.0,19,725,3,4095,30,0,1,0
26338,-1.4865629999999999,51.790135,8,10.0,27,57,3,4095,30,0,1,0
26339,-1.4865629999999999,51.790135,4,13.0,20,218,3,4095,30,0,1,0
26340,0.072167,51.528137,1,13.0,16,17,3,406,50,1,1,0
26341,0.072167,51.528137,4,12.0,22,908,3,406,50,0,1,0
26342,0.072167,51.528137,11,8.0,27,795,3,406,50,0,1,0
26343,0.072167,51.528137,12,14.0,21,813,3,406,50,0,1,0
26344,-3.451439,51.665876000000004,7,7.0,20,744,6,0,30,1,2,0
26345,-3.451439,51.665876000000004,12,22.0,12,816,6,0,30,0,2,0
26346,-3.451439,51.665876000000004,11,13.0,5,933,6,0,30,0,2,0
26347,-3.451439,51.665876000000004,10,11.0,2,524,6,0,30,0,2,0
26348,-0.29846500000000004,51.551992999999996,12,0.0,29,28,3,404,30,1,2,0
26349,-0.29846500000000004,51.551992999999996,8,1.0,25,242,3,404,30,0,2,0
26350,-0.29846500000000004,51.551992999999996,12,2.0,28,857,3,404,30,0,2,0
26351,-0.29846500000000004,51.551992999999996,12,11.0,5,449,3,404,30,0,2,0
26352,-0.32677,51.578568,9,11.0,21,28,3,409,30,1,1,1
26353,-0.32677,51.578568,8,18.0,16,773,3,409,30,0,1,1
26354,-0.32677,51.578568,6,14.0,26,749,3,409,30,0,1,1
26355,-0.32677,51.578568,6,23.0,22,547,3,409,30,0,1,1
26356,-0.532852,51.914235999999995,1,9.0,14,424,6,0,60,1,1,0
26357,-0.532852,51.914235999999995,5,14.0,1,450,6,0,60,0,1,0
26358,-0.532852,51.914235999999995,2,1.0,1,74,6,0,60,0,1,0
26359,-0.532852,51.914235999999995,6,5.0,17,574,6,0,60,0,1,0
26360,-0.512567,51.390085,10,8.0,14,514,3,320,30,1,1,0
26361,-0.512567,51.390085,4,13.0,7,525,3,320,30,0,1,0
26362,-0.512567,51.390085,11,19.0,9,663,3,320,30,0,1,0
26363,-0.512567,51.390085,11,5.0,24,880,3,320,30,0,1,0
26364,-4.242134,51.840107,4,20.0,20,751,3,48,70,1,1,0
26365,-4.242134,51.840107,10,16.0,3,673,3,48,70,0,1,0
26366,-4.242134,51.840107,12,14.0,15,24,3,48,70,0,1,0
26367,-4.242134,51.840107,5,4.0,28,610,3,48,70,0,1,0
26368,-1.323152,52.896836,8,10.0,13,324,3,6005,30,1,9,9
26369,-1.323152,52.896836,9,11.0,16,544,3,6005,30,0,9,9
26370,-1.323152,52.896836,6,15.0,3,236,3,6005,30,0,9,9
26371,-1.323152,52.896836,6,11.0,26,685,3,6005,30,0,9,9
26372,0.496162,51.410807,3,8.0,23,544,3,289,70,1,1,0
26373,0.496162,51.410807,10,19.0,28,566,3,289,70,0,1,0
26374,0.496162,51.410807,11,18.0,19,315,3,289,70,0,1,0
26375,0.496162,51.410807,3,20.0,26,675,3,289,70,0,1,0
26376,-0.361564,50.812384,6,13.0,16,564,3,259,30,1,9,3
26377,-0.361564,50.812384,7,22.0,23,522,3,259,30,0,9,3
26378,-0.361564,50.812384,2,9.0,26,636,3,259,30,0,9,3
26379,-0.361564,50.812384,7,15.0,12,256,3,259,30,0,9,3
26380,-0.315873,53.497496999999996,9,4.0,15,356,3,1084,30,1,2,0
26381,-0.315873,53.497496999999996,10,19.0,19,70,3,1084,30,0,2,0
26382,-0.315873,53.497496999999996,3,9.0,10,39,3,1084,30,0,2,0
26383,-0.315873,53.497496999999996,12,16.0,14,175,3,1084,30,0,2,0
26384,-0.046796,51.537732,5,20.0,14,4,3,106,30,1,2,3
26385,-0.046796,51.537732,5,7.0,1,482,3,106,30,0,2,3
26386,-0.046796,51.537732,5,9.0,25,29,3,106,30,0,2,3
26387,-0.046796,51.537732,7,17.0,2,491,3,106,30,0,2,3
26388,-2.122163,53.479921,3,16.0,21,110,3,635,40,1,1,6
26389,-2.122163,53.479921,10,7.0,2,750,3,635,40,0,1,6
26390,-2.122163,53.479921,5,15.0,14,20,3,635,40,0,1,6
26391,-2.122163,53.479921,11,20.0,22,331,3,635,40,0,1,6
26392,-0.415778,51.492489,10,14.0,16,26,1,4,70,1,1,0
26393,-0.415778,51.492489,9,8.0,17,912,1,4,70,0,1,0
26394,-0.415778,51.492489,7,15.0,28,9,1,4,70,0,1,0
26395,-0.415778,51.492489,2,5.0,5,152,1,4,70,0,1,0
26396,-1.3578620000000001,53.674558,1,11.0,14,206,3,645,30,1,1,3
26397,-1.3578620000000001,53.674558,3,12.0,11,17,3,645,30,0,1,3
26398,-1.3578620000000001,53.674558,5,1.0,27,229,3,645,30,0,1,3
26399,-1.3578620000000001,53.674558,6,22.0,21,775,3,645,30,0,1,3
26400,-1.756248,52.503131,11,15.0,23,306,6,0,30,1,8,0
26401,-1.756248,52.503131,6,20.0,10,583,6,0,30,0,8,0
26402,-1.756248,52.503131,9,21.0,10,540,6,0,30,0,8,0
26403,-1.756248,52.503131,8,14.0,27,111,6,0,30,0,8,0
26404,-1.171538,52.946837,11,21.0,17,346,3,6005,30,1,5,1
26405,-1.171538,52.946837,3,6.0,11,136,3,6005,30,0,5,1
26406,-1.171538,52.946837,10,13.0,20,564,3,6005,30,0,5,1
26407,-1.171538,52.946837,3,17.0,24,81,3,6005,30,0,5,1
26408,-4.792216000000001,50.282785,4,17.0,29,596,4,3273,60,1,1,6
26409,-4.792216000000001,50.282785,7,13.0,26,792,4,3273,60,0,1,6
26410,-4.792216000000001,50.282785,11,5.0,20,401,4,3273,60,0,1,6
26411,-4.792216000000001,50.282785,11,5.0,9,606,4,3273,60,0,1,6
26412,-2.010265,53.102321999999994,1,8.0,19,256,3,523,30,1,1,3
26413,-2.010265,53.102321999999994,9,18.0,17,437,3,523,30,0,1,3
26414,-2.010265,53.102321999999994,11,5.0,16,940,3,523,30,0,1,3
26415,-2.010265,53.102321999999994,6,21.0,5,750,3,523,30,0,1,3
26416,-2.3495939999999997,53.198494,9,8.0,14,129,3,54,30,1,1,0
26417,-2.3495939999999997,53.198494,12,5.0,14,823,3,54,30,0,1,0
26418,-2.3495939999999997,53.198494,4,20.0,4,565,3,54,30,0,1,0
26419,-2.3495939999999997,53.198494,1,8.0,7,814,3,54,30,0,1,0
26420,-1.157063,52.979466,5,12.0,18,346,3,611,30,1,2,6
26421,-1.157063,52.979466,7,9.0,2,922,3,611,30,0,2,6
26422,-1.157063,52.979466,8,1.0,21,846,3,611,30,0,2,6
26423,-1.157063,52.979466,10,10.0,20,69,3,611,30,0,2,6
26424,-1.8006509999999998,52.623354000000006,9,8.0,30,252,1,6,30,1,1,0
26425,-1.8006509999999998,52.623354000000006,10,10.0,10,884,1,6,30,0,1,0
26426,-1.8006509999999998,52.623354000000006,10,14.0,5,305,1,6,30,0,1,0
26427,-1.8006509999999998,52.623354000000006,9,6.0,20,485,1,6,30,0,1,0
26428,-2.053676,52.340757,7,14.0,31,270,6,0,30,1,1,9
26429,-2.053676,52.340757,4,21.0,9,428,6,0,30,0,1,9
26430,-2.053676,52.340757,8,15.0,25,172,6,0,30,0,1,9
26431,-2.053676,52.340757,8,17.0,23,900,6,0,30,0,1,9
26432,0.5145109999999999,52.906645999999995,7,17.0,28,407,4,1454,60,1,2,0
26433,0.5145109999999999,52.906645999999995,10,0.0,15,488,4,1454,60,0,2,0
26434,0.5145109999999999,52.906645999999995,1,20.0,9,548,4,1454,60,0,2,0
26435,0.5145109999999999,52.906645999999995,3,11.0,12,446,4,1454,60,0,2,0
26436,0.47203100000000003,51.73101,3,14.0,29,454,3,1060,30,1,2,3
26437,0.47203100000000003,51.73101,7,15.0,11,247,3,1060,30,0,2,3
26438,0.47203100000000003,51.73101,7,2.0,9,32,3,1060,30,0,2,3
26439,0.47203100000000003,51.73101,10,12.0,15,691,3,1060,30,0,2,3
26440,-1.847359,52.496091,11,16.0,29,300,4,4114,30,1,4,0
26441,-1.847359,52.496091,10,0.0,3,799,4,4114,30,0,4,0
26442,-1.847359,52.496091,3,19.0,26,30,4,4114,30,0,4,0
26443,-1.847359,52.496091,8,1.0,17,556,4,4114,30,0,4,0
26444,1.298027,51.206195,8,15.0,31,533,6,2861,60,1,4,1
26445,1.298027,51.206195,9,5.0,27,778,6,2861,60,0,4,1
26446,1.298027,51.206195,2,9.0,14,693,6,2861,60,0,4,1
26447,1.298027,51.206195,1,13.0,10,157,6,2861,60,0,4,1
26448,-1.50457,53.729156999999994,9,7.0,23,204,1,62,70,1,1,0
26449,-1.50457,53.729156999999994,9,4.0,7,566,1,62,70,0,1,0
26450,-1.50457,53.729156999999994,11,6.0,20,55,1,62,70,0,1,0
26451,-1.50457,53.729156999999994,4,22.0,3,368,1,62,70,0,1,0
26452,-0.210944,51.580546000000005,12,18.0,15,30,3,502,30,1,2,3
26453,-0.210944,51.580546000000005,5,9.0,9,663,3,502,30,0,2,3
26454,-0.210944,51.580546000000005,1,15.0,4,444,3,502,30,0,2,3
26455,-0.210944,51.580546000000005,11,9.0,21,256,3,502,30,0,2,3
26456,-0.374249,53.728054,7,13.0,23,228,3,63,30,1,1,1
26457,-0.374249,53.728054,11,6.0,21,480,3,63,30,0,1,1
26458,-0.374249,53.728054,5,23.0,24,900,3,63,30,0,1,1
26459,-0.374249,53.728054,1,18.0,23,357,3,63,30,0,1,1
26460,-2.00947,52.955215,2,19.0,20,256,5,109,40,1,1,0
26461,-2.00947,52.955215,1,4.0,26,507,5,109,40,0,1,0
26462,-2.00947,52.955215,4,9.0,19,499,5,109,40,0,1,0
26463,-2.00947,52.955215,6,14.0,2,310,5,109,40,0,1,0
26464,-0.47762299999999996,52.65063000000001,8,2.0,22,355,3,16,30,1,9,0
26465,-0.47762299999999996,52.65063000000001,6,21.0,19,268,3,16,30,0,9,0
26466,-0.47762299999999996,52.65063000000001,7,16.0,19,196,3,16,30,0,9,0
26467,-0.47762299999999996,52.65063000000001,12,15.0,14,894,3,16,30,0,9,0
26468,0.048018,51.621878,8,19.0,15,456,6,0,30,1,1,6
26469,0.048018,51.621878,12,15.0,23,831,6,0,30,0,1,6
26470,0.048018,51.621878,11,18.0,12,801,6,0,30,0,1,6
26471,0.048018,51.621878,12,17.0,23,59,6,0,30,0,1,6
26472,-0.224602,51.492988000000004,2,18.0,19,11,3,219,30,1,1,1
26473,-0.224602,51.492988000000004,11,8.0,7,641,3,219,30,0,1,1
26474,-0.224602,51.492988000000004,12,21.0,9,267,3,219,30,0,1,1
26475,-0.224602,51.492988000000004,2,1.0,4,234,3,219,30,0,1,1
26476,-1.4648450000000002,53.497006000000006,7,23.0,18,210,4,6096,30,1,1,0
26477,-1.4648450000000002,53.497006000000006,5,0.0,25,502,4,6096,30,0,1,0
26478,-1.4648450000000002,53.497006000000006,2,8.0,11,205,4,6096,30,0,1,0
26479,-1.4648450000000002,53.497006000000006,9,22.0,23,869,4,6096,30,0,1,0
26480,-0.142183,51.127548,2,5.0,16,560,1,23,70,1,1,0
26481,-0.142183,51.127548,9,17.0,24,934,1,23,70,0,1,0
26482,-0.142183,51.127548,6,18.0,1,773,1,23,70,0,1,0
26483,-0.142183,51.127548,9,16.0,18,713,1,23,70,0,1,0
26484,-2.000985,52.423029,8,14.0,16,300,6,0,30,1,1,0
26485,-2.000985,52.423029,5,0.0,7,897,6,0,30,0,1,0
26486,-2.000985,52.423029,7,18.0,6,263,6,0,30,0,1,0
26487,-2.000985,52.423029,9,12.0,21,616,6,0,30,0,1,0
26488,-0.13392,51.565228000000005,1,19.0,28,3,3,1,20,1,1,9
26489,-0.13392,51.565228000000005,12,11.0,19,762,3,1,20,0,1,9
26490,-0.13392,51.565228000000005,11,3.0,13,863,3,1,20,0,1,9
26491,-0.13392,51.565228000000005,6,23.0,11,941,3,1,20,0,1,9
26492,-1.484176,53.04408000000001,8,20.0,14,320,3,6,50,1,2,0
26493,-1.484176,53.04408000000001,12,22.0,15,321,3,6,50,0,2,0
26494,-1.484176,53.04408000000001,7,22.0,26,508,3,6,50,0,2,0
26495,-1.484176,53.04408000000001,3,14.0,8,506,3,6,50,0,2,0
26496,-1.293137,52.886862,3,17.0,19,324,6,0,30,1,1,0
26497,-1.293137,52.886862,9,15.0,18,75,6,0,30,0,1,0
26498,-1.293137,52.886862,11,22.0,4,146,6,0,30,0,1,0
26499,-1.293137,52.886862,3,17.0,19,264,6,0,30,0,1,0
26500,-4.306218,55.887964000000004,2,7.0,13,926,6,0,30,1,1,3
26501,-4.306218,55.887964000000004,11,7.0,12,151,6,0,30,0,1,3
26502,-4.306218,55.887964000000004,5,13.0,14,519,6,0,30,0,1,3
26503,-4.306218,55.887964000000004,10,18.0,15,439,6,0,30,0,1,3
26504,-3.2336669999999996,51.997884,9,16.0,28,753,3,479,30,1,1,3
26505,-3.2336669999999996,51.997884,6,0.0,27,386,3,479,30,0,1,3
